年度,月份,樣品編號,試驗項目,地點,pH,有機質,P2O5,K2O,CaO,MgO,EC,Fe,Mn,Cu,Zn,Pb,Cd,Ni,Cr,Na,Si
"2014","10","10310018","薑黃","東興段","6.32","2.279","42.75","19.129","2357.914","93.443",".0507","55.717","82.444","4.970","5.358","未檢出","1.295","未檢出","*","","3.34"
"2014","10","10310019","薑黃","豐聖段","6.29","2.2354","35.535","31.695","3329.353","192.589",".049","114.004","158.245","4.186","3.206","未檢出","1.233","未檢出","*","","3.89"
"2014","10","10310020","薑黃","豐利段","6.23","1.7187","20.275","23.579","9045.852","456.642",".0849","663.359","303.741","4.312","4.981","未檢出","4.283","未檢出","*","","5.70"
"2014","10","10310021","咖啡","台東縣卑南鄉三塊厝段","6.07","2.68","59.64","72.073","558.312","96.456",".0371","51.656","44.503","7.053","1.655","未檢出",".474","未檢出","*","","4.34"
"2014","10","10310022","咖啡","台東縣卑南鄉三塊厝段","5.77","2.1696","64.525","72.848","530.899","82.535",".0304","33.480","32.128","8.754","1.087","未檢出",".457","未檢出","*","","4.49"
"2014","10","10310023","玉米.馬鈴薯.甜瓜","關山鎮中和段","5.89",".9823","10.645","13.300","12401.306","231.294",".1352","662.237","242.966","7.009","2.630","未檢出","2.1","0.03","*","","6.32"
"2014","10","10310024","柑橘","卑南鄉三塊厝段","6.13","2.5646","117.12","99.520","858.786","89.361",".0335","49.038","29.615","6.069","2.711","未檢出",".105","未檢出","*","","8.38"
"2014","10","10310025","薑黃","金峰嘉蘭段","6.25","2.725","337.03","148.018","3826.179","505.046",".0839","76.167","162.772","3.185","14.169","未檢出",".626","0.08","*","","4.05"
"2014","10","10310026","薑黃","金峰金灣段","6.16","3.5222","65.725","90.039","1236.775","99.618",".0546","未檢出","34.869","2.735","1.782","未檢出",".112","0.21","*","","4.85"
"2014","10","10310027","薑黃","金峰金灣段","6.3","2.5476","97.805","274.695","1254.383","183.019",".0566","未檢出","41.335","1.879","未檢出","未檢出","未檢出","未檢出","*","","10.77"
"2014","10","10310028","茶葉、蔬菜","利稻段","5.97","7.443","341.04","101.001","4228.331","363.254",".0679","118.646","80.447","7.331","12.802","*","*","*","*","","*"
"2014","10","10310029","茶葉、蔬菜","利稻段","6.02","7.29","483.74","175.889","8967.964","737.115",".1027","170.536","136.45","5.018","23.715","*","*","*","*","","*"
"2014","10","10310030","茶葉、蔬菜","利稻段","6.32","7.4042","672.4","183.876","11754.131","629.513",".0924","280.12","158.191","21.857","77.814","*","*","*","*","","*"
"2014","10","10310031","茶葉、蔬菜","利稻段","6.31","7.5232","320.2","463.325","3169.57","342.205",".0693","108.104","88.012","6.659","12.294","*","*","*","*","","*"
"2014","10","10310032","果樹","鹿寮段","6.26","2.2656","163.72","58.272","2415.978","253.292",".0541","219.911","103.778","5.220","5.636","未檢出",".552","0.06","*","","6.32"
"2014","10","10310033","果樹","鹿寮段","6.31","2.3239","195.435","38.799","2038.904","222.948",".0419","284.088","63.627","5.322","4.703","未檢出",".252","0.08","*","","6.73"
"2014","10","10310034","果樹","鹿寮段","6.17","4.2004","407.69","56.044","4448.488","352.641",".0821","431.415","161.904","10.039","30.827","未檢出","1.188","0.36","*","","7.48"
"2014","10","10310035","果樹","鹿寮段","6.26","3.5028","415.32","43.955","3978.173","310.368",".0693","385.186","135.537","9.810","25.577","未檢出","1.071","0.35","*","","6.98"
"2014","10","10310036","果樹","鹿寮段","6.37","3.3934","186.41","53.238","2979.002","281.936",".0563","276.537","121.762","4.254","12.15","未檢出",".68","0.04","*","","8.01"
"2014","10","10310037","果樹","鹿寮段","6.24","3.1771","131.81","38.335","1901.518","190.39",".0493","160.077","69.287","2.854","6.146","未檢出",".32","未檢出","*","","6.60"
"2014","10","10310038","果樹","卑南鄉三塊厝段","5.67","1.3663","4.455","2.223","305.103","34.643",".0524","未檢出","25.628","0.615","未檢出","*","*","*","*","","*"
"2014","10","10310039","果樹","卑南鄉三塊厝段","5.48","1.6568","3.515","12.362","232.522","61.447",".0461","未檢出","15.778","0.697","未檢出","*","*","*","*","","*"
"2014","10","10310040","柚子","東河鄉高原段","5.22","7.217","100.355","248.024","3947.018","457.166",".0935","12.562","31.497","2.744","5.197","*","*","*","*","","*"
"2014","10","10310041","芒果","富岡石山段","5.75",".5909","7.375",".272","1455.778","167.251",".0291","169.653","29.145","0.661","2.161","*","*","*","*","","*"
"2014","10","10310042","芒果","富岡石山段","5.65",".4415","115.77","13.013","2578.217","158.384",".0656","48.748","46.349","0.493","4.001","*","*","*","*","","*"
"2014","10","10310043","芒果","富岡石山段","5.88",".7975","17.115","2.195","1448.506","161.225",".0374","100.034","33.184","0.663","2.049","*","*","*","*","","*"
"2014","10","10310044","芒果","富岡石山段","5.93",".4074","53.06","9.351","4317.617","138.476",".0492","77.756","47.523","0.398","2.328","*","*","*","*","","*"
"2014","10","10310045","薑黃","金峰鄉金灣段","5.91","3.2306","26.665","194.01","1089.212","205.2",".0792","25.223","185.802","1.809",".25","未檢出",".546","未檢出","*","","6.07"
"2014","10","10310046","番荔枝","","5.95","3.9301","490","74.91","6214.30","199.33",".1248","762.01","95.10","6.81","41.34","*","*","*","*","","*"
"2014","10","10310047","番荔枝","","5.33","3.2253","442.9","80.10","3033.87","133.43",".0839","870.32","45.00","4.32","12.60","*","*","*","*","","*"
"2014","10","10310048","番荔枝","","4.89","3.9667","486.6","99.30","5386.53","203.79","0.171.9","793.60","103.32","8.69","38.63","*","*","*","*","","*"
"2014","10","10310049","薑黃","鹿鳴區","5.34","2.3691","69.885","38.52","2549.39","144.80",".0598","106.89","70.85","4.46","5.54","未檢出","1.546","未檢出","*","","4.17"
"2014","10","10310050","藥用植物","知本農場有機栽培區","5.78","2.1773","7.195","33.42","8620.43","764.68",".1183","682.70","402.54","7.59","3.84","未檢出","8.78",".229","*","","8.517"
"2014","10","10310051","藥用植物","知本農場有機栽培區","6.33","3.5917","23.02","105.47","2735.19","527.76",".0582","520.12","76.47","6.82","2.33","未檢出","6.737","0.27","*","","5.97"
"2014","9","10309001","荖葉","利家段","5.68","2.66","475.82","97.55","6903.24","272.07",".1094","416.92","156.66","32.89","69.21","*","*","*","*","*","*"
"2014","9","10309002","洛神花","知本段(台東地區農會有機生態教育農場)","5.53","2.09","21.52","37.00","2942.10","342.41",".25","1151.09","270.27","8.42","6.50","* 9.853","未檢出","* 3.198","* 0.167","*","*"
"2014","9","10309003","牛樟樹","順天段","5.85","2.08","97.71","38.68","4731.32","333.78",".1158","788.32","164.80","8.81","5.72","*","*","*","*","*","*"
"2014","9","10309004","牛樟樹","順天段","5.95","1.30","68.035","22.47","2344.67","180.99",".1011","570.53","74.84","5.25","1.70","*","*","*","*","*","*"
"2014","9","10309005","牛樟樹","順天段","5.93","2.53","70.255","38.99","5861.27","406.13",".109","618.63","218.45","7.10","5.63","*","*","*","*","*","*"
"2014","9","10309006","牛樟樹","順天段","6.08","1.42","28.88","41.03","5415.66","301.03",".0918","632.63","136.27","8.03","4.40","*","*","*","*","*","*"
"2014","9","10309007","茶","鹿野","3.9","5.04","218.92","272.64","718.86","175.71",".1715","321.24","57.29","5.56","3.49","*","*","*","*","*","*"
"2014","9","10309008","茶","鹿野","3.79","3.62","136.03","299.74","606.33","130.96",".1779","281.66","104.44","7.28","10.54","*","*","*","*","*","*"
"2014","9","10309009","茶","鹿野","4.05","2.43","239.23","430.38","2599.99","896.55",".072","351.46","104.73","4.16","12.36","*","*","*","*","*","*"
"2014","9","10309010","茶","鹿野","4.22","1.76","85.32","172.02","3567.42","990.02",".0731","268.79","41.50","2.36","3.64","*","*","*","*","*","*"
"2014","9","10309011","茶","鹿野","4.01","6.45","21.85","226.24","564.60","436.53",".073","224.44","37.46","6.42","3.34","*","*","*","*","*","*"
"2014","9","10309012","茶","鹿野","4.05","5.89","9.775","141.29","492.26","484.13",".0732","250.06","30.73","7.73","3.94","*","*","*","*","*","*"
"2014","9","10309013","茶","鹿野","3.72","6.19","343.49","202.30","1083.75","225.19",".0913","194.46","46.80","10.64","5.66","*","*","*","*","*","*"
"2014","9","10309014","茶","鹿野","3.85","3.67","125.51","187.45","571.13","207.70",".0831","241.88","37.62","6.22","3.52","*","*","*","*","*","*"
"2014","9","10309015","台灣藜、大豆","長濱鄉中柄段","4.61","2.57","4.07","48.74","2330.70","1194.27",".0866","615.83","120.85","11.51","11.18","*","*","*","*","*","*"
"2014","9","10309016","葉菜、根莖蔬菜","長濱鄉中柄段","5.06","3.45","4.24","41.81","2356.92","1055.54",".0419","445.11","48.39","12.13","7.62","*","*","*","*","*","*"
"2014","9","10309017","葉菜、根莖蔬菜","長濱鄉中柄段","5.08","2.72","3.28","14.38","2048.90","1028.72",".0502","800.13","48.92","13.09","4.15","*","*","*","*","*","*"
"2014","9","10309018","火龍果","長濱鄉中柄段","4.97","3.00","3.11","48.65","1956.31","898.46",".0644","1112.83","29.58","11.82","17.40","*","*","*","*","*","*"
"2014","9","10309019","荖葉","開發隊","4.44","2.22","53.665","252.98","10266.92","1197.13","1.9","1138.69","281.38","91.50","39.91","*","*","*","*","*","*"
"2014","9","10309020","荖葉","丰源","4.98","2.98","556.8","132.89","10266.92","934.58",".395","904.94","115.64","65.21","189.43","*","*","*","*","*","*"
"2014","9","10309021","荖葉","丰源","5.43","3.78","614.66","140.98","19184.89","721.72",".641","444.01","158.19","58.40","196.88","*","*","*","*","*","*"
"2014","9","10309022","水稻","未填寫","5.83","4.06","13.755","120.06","2894.91","376.73",".0914","1861.18","103.90","9.17","6.29","*","*","*","*","*","*"
"2014","9","10309023","水稻","未填寫","5.8","3.68","11.36","154.46","3239.95","482.76",".0744","1762.56","73.93","9.41","8.07","*","*","*","*","*","*"
"2014","9","10309024","水稻","未填寫","5.72","3.69","16.095","156.35","3022.96","362.95",".0769","2006.52","105.74","9.46","7.27","*","*","*","*","*","*"
"2014","9","10309025","水稻","未填寫","5.64","3.57","16.085","131.84","2983.48","441.26",".0808","1933.93","76.59","8.91","6.87","*","*","*","*","*","*"
"2014","9","10309026","蔬果","大巴六九藥用植物","6.1","5.30","87.52","162.43","1043.82","104.56",".0462","65.65","63.47","10.31","5.62","0..304","未檢出","未檢出","未檢出","未檢出","*"
"2014","9","10309027","泥炭土(蔬菜幼苗)","長濱鄉","4.85","8.72","337","384.63","7626.74","602.57",".572","17.04","12.37","0.29","5.19","*","*","*","*","*","*"
"2014","9","10309028","泥炭土(蔬菜幼苗)","長濱鄉","4.93","8.77","358.44","359.06","7285.28","557.95",".581","11.44","6.66","0.05","3.40","*","*","*","*","*","*"
"2014","9","10309029","咖啡","樂山段","5.86","4.00","5.86","132.99","2993.50","967.39",".0687","366.60","112.08","1.15","4.09","*","*","*","*","*","*"
"2014","9","10309030","芭樂、木瓜","興昌","5.94","3.08","5.16","81.90","2297.48","1306.04",".0506","81.85","61.87","4.36","2.53","0.184","未檢出","1.452","未檢出","*","*"
"2014","9","10309031","釋迦","利家","5.68","2.53","298.98","115.66","3323.26","183.67",".1119","279.49","65.04","5.49","10.65","*","*","*","*","*","*"
"2014","9","10309032","荖葉","知本建康段","5.34","3.18","476.8","306.97","10567.80","943.89",".945","234.39","106.48","15.03","45.36","*","*","*","*","*","*"
"2014","9","10309033","荖葉","知本建康段","5.42","3.46","360.8","447.78","8654.76","466.29","1.243","206.71","97.10","9.66","31.17","*","*","*","*","*","*"
"2014","9","10309034","薑黃","豐利段","6.13","3.12","50.755","80.00","2150.30","103.93",".0832","81.94","88.25","4.37","5.73","3.29","未檢出","0.50","未檢出","*","*"
"2014","9","10309035","薑黃","東興段","5.87","4.57","246.32","207.19","5993.71","453.84",".1888","585.61","292.31","14.93","40.22","7.325","未檢出","2.905","0.046","*","*"
"2014","9","10309036","薑黃","利泰段","6.22","3.00","237.01","92.57","4155.09","303.95",".0602","377.15","168.61","17.00","30.80","6.552","未檢出","3.259","0.030","*","*"
"2014","9","10309037","薑黃","利泰段","6.05","2.49","9.865","48.19","10804.20","634.38",".1315","1167.30","384.87","13.71","14.14","6.797","未檢出","5.149","未檢出","*","*"
"2014","9","10309038","薑黃","利家段","6.17","2.63","127.915","109.42","3298.74","182.69",".112","229.97","109.42","11.10","14.32","4.767","未檢出","3.279","0.040","*","*"
"2014","9","10309039","薑黃","利家段","6.16","2.73","206.79","75.88","5022.58","365.82",".1096","502.15","241.34","15.98","24.50","6.673","未檢出","3.321","未檢出","*","*"
"2014","9","10309040","薑黃","利家段","6.38","3.59","163.605","108.95","4087.02","249.32",".0798","300.44","162.57","12.21","9.41","7.337","未檢出","2.532","未檢出","*","*"
"2014","9","10309041","薑黃","利家段","6.25","3.47","167.98","79.27","5705.51","261.69",".1158","335.62","187.86","15.40","29.63","6.311","未檢出","3.030","0.353","*","*"
"2014","9","10309042","薑黃","豐聖段","6.35","1.42","216.84","72.32","8214.35","372.23",".0793","564.01","172.47","38.96","29.46","4.720","未檢出","4.110","0.071","*","*"
"2014","9","10309043","薑黃","豐聖段","6.76","2.42","315.42","48.86","5814.81","288.36",".0503","612.78","134.54","26.02","25.30","4.851","未檢出","0.995","0.083","*","*"
"2014","9","10309044","薑黃","利家段","6.81","3.32","27.105","39.73","3073.92","127.16",".0374","134.40","106.05","4.80","9.63","12.843","未檢出","0.538","未檢出","*","*"
"2014","9","10309045","咖啡","樂山段","6.18","4.21","525.32","230.04","4569.16","249.30",".0737","182.65","91.61","6.88","17.86","*","*","*","*","*","*"
"2014","9","10309046","咖啡","樂山段","6.38","4.83","331.32","109.20","9479.39","93.02",".0376","43.67","32.28","4.10","3.54","*","*","*","*","*","*"
"2014","9","10309047","有機蔬果","月野段","6.05","3.8756","13.105","156.27","573.88","113.17",".0422","10.11","41.33","2.42","未檢出","6.787","未檢出","0.084","未檢出","*","*"
"2014","9","10309048","有機蔬果","月野段","4.96","3.263","39.78","51.09","362.61","73.92",".1922","35.65","57.79","2.23","4.31","6.759","未檢出","0.033","未檢出","*","*"
"2014","9","10309049","有機蔬果","月野段","4.46","8.034","398.05","730.93","20974.27","1813.77","2.65","51.09","101.29","0.30","40.71","1.582","未檢出","0.353","未檢出","*","*"
"2014","9","10309050","小米","壢坵","5.8","2.6562","115.09","60.56","5000.91","181.16",".105","588.05","63.58","3.43","3.00","*","*","*","*","*","*"
"2014","9","10309051","小米","壢坵","6.11","2.4795","109.15","49.88","1832.29","165.95",".0362","409.63","47.10","2.46","0.41","*","*","*","*","*","*"
"2014","9","10309052","小米","壢坵","6.07","2.6857","160.025","81.51","2439.50","171.41",".0566","544.20","49.60","2.88","4.31","*","*","*","*","*","*"
"2014","9","10309053","小米","壢坵","6.21","2.1496","113.985","49.05","1671.03","138.12",".0434","340.76","58.05","3.10","0.40","*","*","*","*","*","*"
"2014","9","10309054","小米","壢坵","6.14","2.5867","129.425","53.94","2194.65","158.80",".0545","576.11","52.35","3.06","2.22","*","*","*","*","*","*"
"2014","9","10309055","小米","壢坵","6.17","2.3534","117.355","40.06","2126.04","162.50",".0462","495.64","56.75","2.98","1.30","*","*","*","*","*","*"
